loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Combined_asset_value
2838,2, Graduate, Yes,5300000,14900000,6,504,10600000,2100000,17000000,3200000, Rejected,32900000
581,4, Graduate, Yes,8900000,26300000,10,369,23900000,7000000,27400000,12100000, Rejected,70400000
1471,3, Not Graduate, No,4300000,11100000,6,312,4800000,3800000,10100000,3300000, Rejected,22000000
704,4, Not Graduate, Yes,6700000,15800000,12,466,7500000,4600000,19900000,6600000, Rejected,38600000
1213,4, Graduate, No,1300000,3600000,10,657,3200000,1900000,2900000,1100000, Approved,9100000
3344,0, Graduate, No,3100000,10400000,18,622,1300000,5000000,7200000,1600000, Approved,15100000
897,5, Graduate, No,5300000,13400000,8,719,1600000,200000,11400000,5300000, Approved,18500000
3309,0, Not Graduate, No,3300000,9000000,16,797,3000000,6400000,10300000,3300000, Approved,23000000
488,5, Not Graduate, No,6300000,14800000,6,608,16100000,10500000,21800000,5400000, Approved,53800000
3673,4, Not Graduate, No,7600000,20800000,12,775,1900000,13600000,19200000,6400000, Approved,41100000
560,2, Graduate, Yes,200000,500000,6,885,-100000,0,300000,200000, Rejected,400000
1142,0, Graduate, No,2900000,9800000,16,395,5400000,4300000,8600000,2400000, Rejected,20700000
3710,3, Graduate, No,4100000,11700000,10,729,6900000,6200000,15400000,2100000, Approved,30600000
1120,0, Not Graduate, Yes,8100000,23800000,10,794,5400000,15500000,20700000,8800000, Approved,50400000
2850,3, Graduate, Yes,1200000,3300000,6,772,700000,900000,2900000,1400000, Approved,5900000
513,0, Graduate, Yes,7800000,29100000,20,435,21100000,13000000,17300000,9700000, Rejected,61100000
634,4, Not Graduate, Yes,8100000,18000000,8,817,1400000,7800000,16900000,10800000, Approved,36900000
3836,1, Graduate, No,3400000,9900000,2,736,3900000,4800000,10600000,4500000, Approved,23800000
1665,2, Graduate, No,6700000,21400000,8,370,3200000,11800000,20100000,8600000, Rejected,43700000
1013,5, Graduate, Yes,500000,1400000,4,471,500000,100000,1300000,300000, Rejected,2200000
1932,3, Graduate, No,6300000,17000000,16,388,11700000,2100000,16100000,3200000, Rejected,33100000
3922,3, Graduate, Yes,9000000,33100000,16,456,23800000,7000000,26000000,7100000, Rejected,63900000
1151,2, Graduate, No,5200000,17200000,12,565,3500000,1300000,20000000,6300000, Approved,31100000
2839,4, Not Graduate, No,8900000,30100000,2,747,20600000,12900000,20700000,10300000, Approved,64500000
4136,4, Not Graduate, No,6600000,25400000,12,622,9200000,3500000,19900000,7500000, Approved,40100000
117,4, Not Graduate, Yes,5800000,23200000,18,456,16100000,4200000,22600000,7500000, Rejected,50400000
3546,0, Not Graduate, Yes,2000000,6000000,14,393,1500000,1400000,5900000,2900000, Rejected,11700000
741,3, Not Graduate, No,4100000,15900000,12,538,3900000,800000,8800000,5700000, Rejected,19200000
4103,2, Not Graduate, Yes,3300000,10700000,8,806,5700000,600000,11500000,4900000, Approved,22700000
1975,3, Graduate, No,4600000,10000000,4,702,6800000,1500000,16100000,4500000, Approved,28900000
1082,1, Not Graduate, Yes,4800000,11600000,16,696,1400000,9400000,11800000,6500000, Approved,29100000
3676,4, Not Graduate, No,4100000,13100000,14,772,11200000,4200000,10500000,3800000, Approved,29700000
1811,3, Not Graduate, No,500000,1200000,6,757,1300000,100000,1200000,600000, Approved,3200000
831,0, Graduate, No,7300000,14500000,16,811,1000000,12400000,16100000,9600000, Approved,39100000
120,1, Not Graduate, Yes,9100000,32900000,2,717,2200000,2000000,23600000,5900000, Approved,33700000
657,0, Graduate, Yes,3700000,8500000,8,424,1900000,5600000,14800000,4100000, Rejected,26400000
4058,1, Not Graduate, Yes,7400000,17200000,10,899,16500000,8700000,16700000,4900000, Approved,46800000
3999,3, Graduate, No,9000000,26500000,8,533,17100000,12400000,27800000,6000000, Rejected,63300000
1130,4, Not Graduate, No,2300000,6000000,8,676,6000000,400000,4800000,2200000, Approved,13400000
636,0, Not Graduate, No,5300000,20000000,6,881,15900000,3700000,19500000,4000000, Approved,43100000
370,3, Graduate, Yes,900000,2300000,20,611,600000,1500000,1900000,500000, Approved,4500000
269,0, Not Graduate, No,5400000,16800000,10,599,5300000,7400000,14500000,7600000, Approved,34800000
2704,1, Not Graduate, No,6500000,16000000,6,862,2000000,0,24000000,9700000, Approved,35700000
2984,0, Graduate, Yes,2600000,9000000,20,615,6800000,0,8400000,3400000, Approved,18600000
2871,2, Graduate, Yes,4000000,8600000,4,847,10200000,2700000,14300000,2400000, Approved,29600000
2915,3, Not Graduate, Yes,9900000,36500000,16,562,17300000,18500000,22300000,9800000, Approved,67900000
47,3, Not Graduate, Yes,4200000,14600000,6,679,2400000,6900000,8700000,4900000, Approved,22900000
3422,5, Graduate, Yes,4400000,14100000,10,663,5300000,4900000,17500000,2600000, Approved,30300000
4115,4, Graduate, No,400000,1000000,20,692,500000,400000,1600000,200000, Approved,2700000
992,2, Not Graduate, No,2300000,5000000,8,884,1400000,1700000,6100000,1500000, Approved,10700000
877,4, Graduate, No,4300000,11500000,20,337,11100000,6000000,17000000,5200000, Rejected,39300000
774,5, Graduate, Yes,9000000,20000000,2,440,17100000,1000000,28500000,7600000, Rejected,54200000
1220,0, Not Graduate, Yes,8600000,17700000,20,711,22000000,0,30800000,7400000, Approved,60200000
1127,1, Not Graduate, No,2400000,5600000,16,379,3700000,600000,7200000,3400000, Rejected,14900000
5,5, Not Graduate, Yes,9800000,24200000,20,382,12400000,8200000,29400000,4600000, Rejected,54600000
3692,5, Graduate, Yes,2400000,6900000,20,725,1700000,400000,8800000,2400000, Approved,13300000
3052,3, Graduate, No,8400000,32600000,4,509,22700000,12600000,32400000,8700000, Approved,76400000
1596,5, Not Graduate, Yes,4900000,14300000,4,663,8500000,6100000,19600000,5500000, Approved,39700000
3125,5, Not Graduate, No,1800000,6200000,18,366,3500000,2400000,6300000,1300000, Rejected,13500000
2312,5, Graduate, Yes,300000,700000,10,586,0,400000,1000000,100000, Approved,1500000
3041,1, Graduate, No,2400000,5800000,20,384,1700000,2500000,8400000,3100000, Rejected,15700000
2661,0, Graduate, No,600000,1800000,18,796,1000000,700000,1200000,500000, Approved,3400000
2492,3, Graduate, No,3900000,10700000,6,790,10600000,1900000,12500000,2700000, Approved,27700000
3051,3, Graduate, No,3900000,9800000,6,604,10900000,7300000,7700000,3300000, Approved,29200000
1078,1, Graduate, No,5900000,13000000,2,386,16300000,5000000,12000000,3800000, Rejected,37100000
3855,0, Not Graduate, Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000, Approved,20600000
838,0, Not Graduate, No,4100000,10800000,16,399,5900000,7600000,12700000,5300000, Rejected,31500000
682,3, Graduate, No,600000,1100000,8,538,500000,800000,1400000,300000, Rejected,3000000
1716,4, Not Graduate, Yes,4700000,13700000,14,600,12100000,8400000,17700000,5000000, Approved,43200000
2353,3, Graduate, Yes,3000000,8300000,4,685,2900000,5400000,11300000,3800000, Approved,23400000
3414,0, Not Graduate, No,6000000,22000000,12,826,1400000,2000000,14100000,7000000, Approved,24500000
2618,1, Not Graduate, Yes,1400000,3300000,18,321,900000,1500000,3000000,700000, Rejected,6100000
2362,2, Not Graduate, Yes,8300000,20600000,10,504,100000,900000,33200000,6700000, Rejected,40900000
2198,4, Graduate, Yes,9600000,19900000,6,319,3200000,16500000,28100000,6600000, Rejected,54400000
1149,2, Graduate, No,7300000,20000000,6,729,13100000,10700000,17900000,9100000, Approved,50800000
3262,0, Not Graduate, Yes,2800000,6300000,12,647,4100000,0,8700000,2300000, Approved,15100000
575,0, Graduate, No,8400000,17500000,18,411,13200000,5300000,31300000,10400000, Rejected,60200000
3770,4, Not Graduate, Yes,800000,2400000,2,461,1300000,1300000,2300000,300000, Approved,5200000
3737,2, Graduate, Yes,4700000,15100000,8,799,9700000,2500000,10700000,4700000, Approved,27600000
51,4, Graduate, No,7300000,25400000,16,502,500000,1800000,20500000,10500000, Rejected,33300000
854,3, Not Graduate, No,300000,800000,2,458,500000,0,1100000,200000, Rejected,1800000
1983,2, Not Graduate, No,400000,1000000,6,425,800000,300000,800000,200000, Rejected,2100000
2775,3, Graduate, Yes,8300000,27700000,4,596,20500000,15400000,21400000,7400000, Approved,64700000
1824,2, Graduate, Yes,6300000,24600000,8,464,7700000,2200000,13000000,6900000, Rejected,29800000
834,5, Not Graduate, Yes,3500000,9500000,4,664,9500000,500000,7800000,5200000, Approved,23000000
3426,3, Graduate, Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000, Rejected,52100000
1116,2, Graduate, Yes,8600000,24900000,20,607,13600000,7600000,31800000,5400000, Approved,58400000
1167,1, Not Graduate, Yes,7800000,27200000,16,454,16100000,3400000,17100000,11400000, Rejected,48000000
2519,1, Not Graduate, Yes,5700000,20100000,14,442,11700000,7300000,17900000,6500000, Rejected,43400000
1907,3, Not Graduate, No,7800000,21100000,12,717,1200000,10700000,19900000,6200000, Approved,38000000
972,5, Graduate, Yes,4400000,11700000,20,590,900000,2700000,15500000,2300000, Approved,21400000
2702,5, Not Graduate, No,6300000,20100000,12,774,15600000,11800000,16200000,5800000, Approved,49400000
400,2, Not Graduate, No,7100000,21500000,16,610,5800000,12100000,14200000,9300000, Approved,41400000
2560,0, Graduate, Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000, Approved,38200000
3848,0, Graduate, Yes,700000,2100000,12,813,200000,1300000,2200000,500000, Approved,4200000
2369,5, Not Graduate, No,6400000,22300000,12,776,500000,9100000,24100000,5800000, Approved,39500000
20,5, Graduate, No,6300000,14600000,12,652,10300000,3500000,23500000,5900000, Approved,43200000
685,2, Not Graduate, No,1000000,2500000,6,551,1700000,200000,3700000,900000, Approved,6500000
36,2, Graduate, Yes,1700000,3400000,8,691,2700000,2800000,6000000,900000, Approved,12400000
3897,0, Graduate, Yes,4000000,14500000,2,713,6200000,4900000,12200000,4700000, Approved,28000000
2951,4, Not Graduate, Yes,2100000,5500000,18,349,100000,0,6600000,2000000, Rejected,8700000
4153,4, Not Graduate, No,8100000,19300000,14,821,16500000,8500000,25800000,8300000, Approved,59100000
2876,5, Not Graduate, Yes,300000,1100000,20,613,600000,400000,700000,200000, Approved,1900000
525,3, Graduate, Yes,9800000,28200000,12,721,15800000,6500000,21900000,9600000, Approved,53800000
2456,1, Graduate, Yes,8400000,19700000,6,476,24700000,16500000,31800000,12100000, Rejected,85100000
921,4, Graduate, Yes,8900000,20700000,6,684,1100000,9200000,20400000,6700000, Approved,37400000
1842,3, Not Graduate, No,400000,1100000,16,504,200000,400000,800000,400000, Rejected,1800000
1891,5, Graduate, No,9900000,24600000,2,530,24200000,12800000,20400000,13000000, Rejected,70400000
538,1, Graduate, No,5900000,15200000,2,547,17100000,2000000,14700000,3600000, Rejected,37400000
2807,5, Graduate, Yes,6500000,18300000,4,333,8100000,400000,21700000,7000000, Rejected,37200000
1706,5, Not Graduate, No,8500000,31300000,12,378,21400000,13100000,30400000,8800000, Rejected,73700000
4212,3, Graduate, No,9800000,28300000,2,715,19500000,9600000,28800000,9200000, Approved,67100000
3111,0, Graduate, Yes,700000,1800000,12,400,1500000,1100000,2200000,300000, Rejected,5100000
3248,3, Graduate, Yes,1000000,2500000,6,808,2900000,600000,2000000,500000, Approved,6000000
246,1, Not Graduate, Yes,8000000,28100000,18,725,1900000,12800000,23000000,7500000, Approved,45200000
3883,1, Graduate, Yes,9700000,34300000,20,756,15700000,18500000,26800000,14100000, Approved,75100000
3465,3, Not Graduate, No,9100000,25600000,12,688,8900000,16300000,27900000,11100000, Approved,64200000
3176,4, Graduate, No,8500000,17800000,4,698,6700000,4300000,28600000,8000000, Approved,47600000
785,0, Graduate, No,5000000,14400000,2,761,-100000,7300000,12600000,4500000, Approved,24300000
1410,3, Graduate, Yes,9900000,29900000,20,490,10500000,9100000,27100000,7400000, Rejected,54100000
2538,5, Not Graduate, Yes,2900000,7500000,12,678,3400000,3000000,10900000,3700000, Approved,21000000
155,3, Not Graduate, No,9400000,35000000,16,548,18200000,4400000,36100000,4800000, Rejected,63500000
3711,5, Not Graduate, Yes,4500000,12700000,8,307,11000000,3800000,12600000,2700000, Rejected,30100000
3010,4, Not Graduate, No,1100000,3300000,18,417,1400000,1000000,4200000,700000, Rejected,7300000
1687,5, Graduate, No,3200000,8700000,16,558,2600000,2500000,9100000,1800000, Approved,16000000
2902,0, Not Graduate, Yes,4000000,10300000,4,819,11100000,1200000,15200000,2600000, Approved,30100000
3360,4, Graduate, No,5800000,14700000,10,692,2300000,10100000,17700000,3900000, Approved,34000000
626,3, Not Graduate, Yes,5900000,18900000,4,742,10800000,4500000,23200000,8000000, Approved,46500000
3864,3, Graduate, No,4700000,9600000,10,545,5200000,7200000,12000000,5300000, Rejected,29700000
2734,1, Graduate, Yes,3200000,11800000,16,848,5500000,3200000,7500000,2300000, Approved,18500000
1896,4, Not Graduate, No,6000000,18000000,18,882,6700000,2500000,12200000,7500000, Approved,28900000
1347,2, Graduate, Yes,7700000,19300000,8,735,1200000,1900000,23800000,10400000, Approved,37300000
570,4, Graduate, No,1900000,4300000,4,826,2400000,0,7000000,900000, Approved,10300000
4214,2, Not Graduate, Yes,3200000,9700000,6,737,7300000,3500000,9700000,2600000, Approved,23100000
1759,4, Graduate, No,7900000,30600000,2,569,7600000,3400000,20100000,7400000, Approved,38500000
1817,5, Not Graduate, Yes,8000000,22500000,20,784,7600000,7300000,26000000,10800000, Approved,51700000
2066,4, Not Graduate, Yes,9100000,33000000,8,543,15700000,14400000,19500000,11200000, Rejected,60800000
128,3, Not Graduate, No,5100000,18200000,10,395,100000,8000000,15500000,6300000, Rejected,29900000
3395,1, Not Graduate, No,4200000,10700000,6,466,7400000,7000000,14000000,4700000, Rejected,33100000
3328,0, Not Graduate, Yes,7700000,16900000,14,473,22100000,4000000,29000000,6400000, Rejected,61500000
4257,2.5, Graduate, Yes,7400000,18300000,4,348,14300000,12600000,17900000,9800000, Rejected,54600000
2007,3, Graduate, No,8600000,23600000,4,324,13800000,3800000,28500000,4300000, Rejected,50400000
2976,5, Not Graduate, No,5200000,13900000,4,422,7800000,4500000,12000000,7000000, Rejected,31300000
981,3, Graduate, No,3200000,6900000,20,735,1500000,3700000,9200000,3100000, Approved,17500000
2301,1, Graduate, No,9800000,26900000,18,792,15900000,14100000,25200000,11900000, Approved,67100000
191,1, Not Graduate, No,9000000,28200000,16,327,1700000,2300000,24000000,11200000, Rejected,39200000
1140,1, Graduate, Yes,6400000,17300000,10,879,10000000,1100000,15400000,8200000, Approved,34700000
993,5, Graduate, Yes,8500000,26700000,10,803,500000,16600000,24400000,9600000, Approved,51100000
700,2, Not Graduate, Yes,6500000,25100000,20,848,11500000,8600000,17400000,4400000, Approved,41900000
4059,1, Not Graduate, No,7000000,26600000,16,460,20500000,3300000,27700000,4600000, Rejected,56100000
607,4, Graduate, Yes,5400000,12700000,4,622,11000000,3300000,15100000,6500000, Approved,35900000
181,3, Not Graduate, Yes,4500000,17900000,6,787,9800000,3600000,14300000,4200000, Approved,31900000
302,2, Not Graduate, No,3300000,6600000,6,331,6300000,2000000,8900000,2700000, Rejected,19900000
2545,0, Not Graduate, No,3900000,14600000,2,730,9200000,4000000,14600000,5400000, Approved,33200000
3421,1, Not Graduate, Yes,6300000,23900000,10,844,16300000,4900000,16800000,4500000, Approved,42500000
4116,4, Not Graduate, Yes,3200000,6800000,16,675,8000000,1900000,6800000,4000000, Approved,20700000
1061,4, Not Graduate, Yes,3500000,8300000,2,897,7900000,5500000,12600000,1800000, Approved,27800000
1769,4, Not Graduate, No,9900000,29100000,18,772,24100000,19400000,26800000,11700000, Approved,82000000
2147,3, Not Graduate, No,7400000,23400000,16,700,19300000,3000000,20700000,8900000, Approved,51900000
2566,3, Not Graduate, Yes,9500000,20100000,2,506,16800000,800000,32700000,11000000, Rejected,61300000
4265,5, Graduate, Yes,1000000,2300000,12,317,2800000,500000,3300000,800000, Rejected,7400000
1070,2, Graduate, Yes,8500000,31800000,6,714,17000000,900000,26600000,5600000, Approved,50100000
2525,1, Graduate, Yes,7000000,25600000,6,420,15100000,11500000,15300000,8700000, Rejected,50600000
2206,1, Not Graduate, Yes,9900000,30900000,20,559,12100000,6100000,38600000,12100000, Approved,68900000
1244,5, Not Graduate, No,400000,800000,18,304,900000,500000,1400000,400000, Rejected,3200000
3244,1, Not Graduate, No,8800000,30200000,18,897,17100000,7900000,28700000,11100000, Approved,64800000
17,2, Graduate, Yes,500000,1600000,4,663,1300000,100000,1300000,700000, Approved,3400000
3584,4, Graduate, Yes,8200000,19000000,6,334,24500000,6800000,28600000,10200000, Rejected,70100000
3121,5, Not Graduate, No,8300000,23100000,4,459,5500000,14300000,28400000,5500000, Rejected,53700000
1216,5, Graduate, Yes,9600000,38000000,10,359,2100000,13600000,38200000,9400000, Rejected,63300000
547,4, Not Graduate, Yes,6600000,22100000,6,887,3600000,3500000,19800000,4700000, Approved,31600000
3588,5, Not Graduate, Yes,600000,1700000,20,879,1100000,100000,2300000,700000, Approved,4200000
659,5, Not Graduate, No,5600000,17600000,14,448,6700000,3500000,18900000,6800000, Rejected,35900000
4017,4, Not Graduate, Yes,9200000,30100000,6,632,23700000,6600000,34200000,6200000, Approved,70700000
3901,0, Graduate, Yes,8200000,29700000,6,405,3900000,800000,23900000,5700000, Rejected,34300000
3068,1, Not Graduate, No,2200000,5000000,2,755,1100000,2500000,6700000,3200000, Approved,13500000
4065,3, Graduate, No,5500000,11600000,6,745,9400000,8000000,12800000,5400000, Approved,35600000
1505,0, Graduate, No,3600000,8700000,10,309,6300000,1000000,8600000,3300000, Rejected,19200000
960,1, Graduate, Yes,9600000,34500000,2,795,9500000,900000,32000000,9300000, Approved,51700000
2927,3, Graduate, Yes,4000000,14700000,8,376,3000000,6200000,8900000,4200000, Rejected,22300000
2332,3, Graduate, No,7900000,27000000,6,601,17700000,7800000,27600000,11500000, Approved,64600000
